Time,Sine1Hz,Square1Hz,Tri1Hz,Sine5Hz,Square5Hz,Tri5Hz,Sine10Hz,Square10Hz,Tri10Hz
0,-0.485360169983904,-0.0931115790000407,-1.04543086674628,-0.852867380549852,0.355586142582746,-1.78011189622469,-0.678109551913302,-0.373297537558701,-1.00414201240051
0.01001001001001,0.239406413445354,0.854046768005452,-0.957607674565935,1.14551389059128,2.06454374060359,-0.439858123699956,0.729277756370288,0.291823790278316,-0.69528718008625
0.02002002002002,-0.873277672159449,0.75331067950852,-0.039704812762317,0.546472546633327,0.633802050385363,-0.725644248170321,1.40257808389954,1.43338879102627,-0.081946559882415
0.03003003003003,0.527716115140646,0.914641119841921,-1.35064619934511,1.67251140648699,1.04737233928577,-1.14398055691716,0.846214596922389,0.686069804054531,-0.591518503539227
0.04004004004004,0.0780043897699511,0.205932010394386,-0.962135108740871,0.824011975044442,0.573831118023091,0.200682072917184,0.836713737292287,1.85239053866943,0.486750661651722
0.0500500500500501,-0.0074917175626445,1.42274495173393,-0.700401212927359,1.26064741975229,1.51793277249777,-0.309363563252321,-0.624667350410903,-0.935266209658826,1.52633511455824
0.0600600600600601,0.327493922420393,1.20560069824658,-0.810888446786298,1.4764377865499,1.2631615153663,0.51015566162705,-0.507952352668004,-1.26635336690403,0.0126507588988157
0.0700700700700701,0.458957968710051,0.767597340067054,-0.0339928732967879,1.16883989339894,1.49230585824969,0.0712599601599533,-1.12285542223296,-2.27934931347858,-0.301142858284584
0.0800800800800801,1.55641300477163,1.39318024323099,-0.923818418413101,-0.0316499920146648,0.932644683893966,0.0799427148070087,-1.13715808705116,-0.988409888156764,0.42623894897715
0.0900900900900901,-0.229819402445559,1.91694953615661,-0.885758600336312,0.440016662238797,1.1127313027458,0.72765706048733,-0.525275887922506,-0.805901955174448,-0.141242262003893
0.1001001001001,1.10361009086342,0.298178273669212,-1.07128556968798,0.625322784403087,-1.13819422559297,1.50471724959237,0.0980741447373907,1.13119501230808,-1.42919861157384
0.11011011011011,0.444794995487391,0.919319234001199,0.0362447103612582,0.332777422858598,-1.47135397158161,0.810186061272826,-0.0891855038493479,0.357823071760467,-0.534344095406301
0.12012012012012,0.664279796880373,1.0744051325539,-0.385580359686163,-0.581419643800566,-0.838955019834313,0.90088570082964,1.99312227006033,0.197230986141077,-0.0827312399952111
0.13013013013013,0.778748720185705,1.54184858831727,-0.46021893398821,-0.359598364697421,-0.567057869167153,0.14685425482087,0.996517928166679,2.02095855056328,-0.701274659486444
0.14014014014014,1.13578316454093,0.817819197092697,0.188882038268262,-0.377130098069509,-1.3387048659205,0.0386601499033657,1.10336335581146,1.13018122307883,0.0406488735706322
0.15015015015015,0.980994825326802,1.65521354274144,-0.456657072933827,-1.62540955101404,-1.88249810615864,-0.639757491348734,0.621616180054013,-0.606860651260646,0.700056065547424
0.16016016016016,1.3535243808439,1.44724093092909,-0.982135884233377,-0.517828394255435,-1.25224172780927,0.427211351859232,-1.32955736609236,-1.4203021710593,0.813008646890499
0.17017017017017,1.14322702102553,0.878857710999458,-0.239143371806178,-0.0723363864652307,-1.96928832699333,-0.289763481017025,-0.580719441138892,-0.79354792574491,0.586091661575842
