Time,Sine1Hz,Square1Hz,Tri1Hz,Sine5Hz,Square5Hz,Tri5Hz,Sine10Hz,Square10Hz,Tri10Hz
0,0,0,-1,0,0,-1,0,0,-1
0.01001001001001,0.0628532900444819,1,-0.95995995995996,0.309316061388869,1,-0.7997997997998,0.588293965200805,1,-0.5995995995996
0.02002002002002,0.125458030180296,1,-0.91991991991992,0.588293965200805,1,-0.5995995995996,0.951444474683177,1,-0.199199199199199
0.03003003003003,0.187566653375837,1,-0.87987987987988,0.809571163340744,1,-0.399399399399399,0.950471757300112,1,0.201201201201201
0.04004004004004,0.248933554466892,1,-0.83983983983984,0.951444474683177,1,-0.199199199199199,0.585748077541839,1,0.601601601601601
0.0500500500500501,0.309316061388869,1,-0.7997997997998,0.999998763828597,1,0.00100100100100109,-0.00314473220773644,-1,0.997997997997998
0.0600600600600601,0.36847539481025,1,-0.75975975975976,0.950471757300112,1,0.201201201201201,-0.590834035005958,-1,0.597597597597598
0.0700700700700701,0.426177612372435,1,-0.71971971971972,0.807721134073807,1,0.401401401401401,-0.952407782884451,-1,0.197197197197197
0.0800800800800801,0.482194533802048,1,-0.67967967967968,0.585748077541839,1,0.601601601601601,-0.949489640354813,-1,-0.203203203203203
0.0900900900900901,0.536304643237382,1,-0.63963963963964,0.306324019606784,1,0.801801801801802,-0.583196397206274,-1,-0.603603603603603
0.1001001001001,0.588293965200805,1,-0.5995995995996,-0.00314473220773644,-1,0.997997997997998,0.00628943331606791,1,-0.995995995995996
0.11011011011011,0.637956910753112,1,-0.559559559559559,-0.31230504423149,-1,0.797797797797798,0.59336826183762,1,-0.595595595595596
0.12012012012012,0.685097090483781,1,-0.519519519519519,-0.590834035005958,-1,0.597597597597598,0.953361672377429,1,-0.195195195195195
0.13013013013013,0.729528091122189,1,-0.479479479479479,-0.811413186462866,-1,0.397397397397397,0.948498133559795,1,0.205205205205205
0.14014014014014,0.771074212698725,1,-0.439439439439439,-0.952407782884451,-1,0.197197197197197,0.580638949428605,1,0.605605605605606
0.15015015015015,0.809571163340744,1,-0.399399399399399,-0.999988874475714,-1,-0.00300300300300282,-0.009434072225897,-1,0.993993993993994
0.16016016016016,0.844866708955818,1,-0.359359359359359,-0.949489640354813,-1,-0.203203203203203,-0.595896620633898,-1,0.593593593593594
0.17017017017017,0.876821275233154,1,-0.319319319319319,-0.80586311695767,-1,-0.403403403403403,-0.954306133728748,-1,0.193193193193194
0.18018018018018,0.905308499582597,1,-0.279279279279279,-0.583196397206274,-1,-0.603603603603603,-0.94749724672043,-1,-0.207207207207206
0.19019019019019,0.930215730828604,1,-0.239239239239239,-0.303328948474627,-1,-0.803803803803803,-0.578075759500372,-1,-0.607607607607607
0.2002002002002,0.951444474683177,1,-0.199199199199199,0.00628943331606791,1,-0.995995995995996,0.0125786178387414,1,-0.991991991991992
0.21021021021021,0.96891078323615,1,-0.159159159159159,0.315290938575503,1,-0.795795795795796,0.598419086390927,1,-0.591591591591592
0.22022022022022,0.982545586922628,1,-0.119119119119119,0.59336826183762,1,-0.595595595595596,0.955241157598287,1,-0.191191191191191
0.23023023023023,0.992294967654814,1,-0.0790790790790791,0.813247185223733,1,-0.395395395395396,0.946486989734852,1,0.209209209209209
